"BehaviorSpace results (NetLogo 6.2.2)"
"/home/gallagher/sensitivity/EBIVModelSAmorris.nlogo"
"SA_morris"
"04/26/2023 12:22:52:741 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","19","0","49"
"[run number]","[step]","perc-resource-cells","max-resources-base","r-growth-ts","fragmentation-level","n-animals","speed-mean","speed-max","HR-r-min","HR-r-max","B0","gamma","intercept-pcot","slope-pcot","intercept-icot","slope-icot","n-emb-range","emb-growth-c","emb-mass-init","emb-mass-inf","percent-fat-emb","percent-pro-emb","ED-pl","DE-pl","preg-prob-const","preg-prob-mid","off-BMR-red","off-growth-eff","milk-prod-eff","lact-prob-const","lact-prob-mid","ED-pro","DE-fat","DE-pro","growth-lm-prob-const","growth-lm-prob-mid","growth-lm-inf","growth-lm-k","stomach-fill-perc","AE-food","HIF","DM-food","ED-food","ED-fat","ED-cpro","gamma-mobilize","perc-water-adi","SL-max","item 0 t-mating","item 1 t-mating","t-mature","prob-ovul","t-0","t-gest","t-nurs","t-max-age","surv-prob-const","surv-prob-mid","surv-mod-embryo","surv-mod-off","item 0 winter-surv + 0.216","SA.BMadult","SA.BMemb","SA.BMwean","SA.age1stbirth","SA.LpY","SA.LSb","SA.dens"
"2335","23857","0.75","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","6.9E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1071","0.4776","145.2","300.3","49.5","0.242","4","16","18.9","620","104.1348","0.018","0.5522","0.5697","0.3744","19.14343094192297","0.5630379746835504","6.335974499089253","87.4873949579832","0.6666666666666666","4.471698113207547","29.55421686746988"
"2334","23857","0.75","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","4.7","0.63","10.6","-0.348","[1 8]","0.112","6.9E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1071","0.4776","145.2","300.3","49.5","0.242","4","16","18.9","620","104.1348","0.018","0.5522","0.5697","0.3744","18.810461670808664","0.5316860465116313","6.196822875297873","84.91428571428571","0.5","4.664406779661017","31.27710843373494"
"2337","23857","0.75","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","6.9E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","18.9","620","104.1348","0.018","0.5522","0.5697","0.3744","23.387721312465843","2.1434133679428657","9.475817641228952","265.2717391304348","1.2307692307692308","4.49271137026239","30.97590361445783"
"2338","23857","0.75","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","6.9E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.889360711699503","2.1065585851142115","11.26047774158523","263.43703703703704","0.7777777777777778","4.478547854785479","23.216867469879517"
"2339","23857","0.75","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.736761853448343","2.041451149425287","11.191477272727266","233.33142857142857","1.0909090909090908","4.563934426229508","27.16867469879518"
"2341","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.862042960640483","1.7304678362572965","10.839894179894173","195.37037037037038","0.625","4.340101522842639","30.08433734939759"
"2340","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","39.84","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","23.9484","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","22.672299333394093","2.103910614525133","11.341060197663952","265.5192307692308","1.3636363636363635","4.495433789954338","24.102409638554217"
"2342","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.0507","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","22.12121961620474","1.7863357843137264","10.809559512652271","260.7808988764045","0.631578947368421","4.375335120643432","24.728915662650603"
"2343","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","4","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.05010387658563","1.7223502304147402","10.644013490725099","92.21875","0.8275862068965517","4.568421052631579","27.313253012048193"
"2344","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.67","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.90200043299411","1.786371895820701","10.813519553072682","251.76415094339623","1","4.42627345844504","22.47590361445783"
"2345","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","26.1459","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.37249108716146","1.6832245102963113","10.775834292289984","152.70229007633588","0.11764705882352941","4.545662100456621","22.337349397590362"
"2347","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.71134345459756","1.6730385164051458","10.53587896253603","90.86666666666666","1.116504854368932","5.563492063492063","12.180722891566266"
"2346","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[1 8]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0135","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","22.184446678241727","1.7426778242677847","10.715529905561391","101.19642857142857","1.0353982300884956","4.365296803652968","29.132530120481928"
"2351","13345","0.9","168","0.0099","0.913","80","0.166","0.9042","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.5522","0.5697","0.3744","0","0","0","0","0","0","0"
"2348","23857","0.9","168","0.0099","0.913","80","0.166","0.7398","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.841464094817646","1.7688583383143903","10.809668989547044","277.4959349593496","0.29411764705882354","5.521452145214521","26.35542168674699"
"2352","13345","0.9","168","0.0099","0.913","80","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.5522","0.5697","0.3744","0","0","0","0","0","0","0"
"2353","13345","0.9","168","0.0099","0.913","80","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.5522","0.5697","0.3744","0","0","0","0","0","0","0"
"2355","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2354","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.5522","0.5697","0.3744","0","0","0","0","0","0","0"
"2356","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2357","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2358","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2359","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2360","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","10.6","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","20.5857","0.0432","0.4008","0.88","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2361","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.102","3899.88","0.5511","20.5857","0.0432","0.4008","0.88","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2362","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","0.88","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2364","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","85.2012","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2363","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2349","23857","0.9","168","0.0099","0.913","80","0.166","0.9042","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","620","104.1348","0.018","0.5522","0.5697","0.3744","21.158457515049875","1.7010353753235525","10.57946428571424","88.0952380952381","1.0793650793650793","5.341013824884793","21.1144578313253"
"2365","13345","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","0","0","0","0","0","0","0"
"2367","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.2125","0","0","0","0","0","0"
"2366","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.99","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","49.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.900000000000002","0","0","0","0","0","0"
"2350","23857","0.9","168","0.0099","0.913","80","0.166","0.9042","9.04","33.2","6658.41","0.768","5.64","0.63","10.6","-0.348","[2 9]","0.112","5.52E-8","19.957","0.0456","0.102","3899.88","0.5511","25.1603","0.0432","0.4008","0.88","0.99","25.4502","0.0981","21150000","0.735","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","1.0032","0.1824","0.536","9824.88","39100000","15280000","0.0165","0.1309","0.4776","145.2","300.3","49.5","0.242","3.2","20","23.1","496","104.1348","0.018","0.5522","0.5697","0.3744","23.560248581464496","1.7962076749435993","10.86610025488525","269.6862745098039","0.9285714285714286","5.565326633165829","23.186746987951807"
"2368","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.0964","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.721428571428568","0","0","0","0","0","0"
"2369","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.5511","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.11568","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.573333333333334","0","0","0","0","0","0"
"2370","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.11568","0.04056","0.836","0.1824","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.814285714285713","0","0","0","0","0","0"
"2372","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","23.346153846153843","0","0","0","0","0","0"
"2371","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","21150000","0.588","0.4884","31.9561","0.051","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","24.576470588235296","0","0","0","0","0","0"
"2373","10657","0.9","168","0.0099","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","23.057142857142857","0","0","0","0","0","0"
"2375","10657","0.9","168","0.0121","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.1199","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.916666666666668","0","0","0","0","0","0"
"2374","10657","0.9","168","0.0121","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.0981","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","15280000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","23.144444444444442","0","0","0","0","0","0"
"2377","10657","0.9","140","0.0121","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.1199","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","19100000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","23.622222222222224","0","0","0","0","0","0"
"2376","10657","0.9","168","0.0121","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0432","0.4008","1.056","0.825","31.1058","0.1199","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","19100000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.5697","0.3744","22.941666666666666","0","0","0","0","0","0"
"2379","10657","0.9","140","0.0121","0.913","100","0.166","0.9042","9.04","33.2","5447.79","0.768","5.64","0.63","8.48","-0.29","[2 9]","0.112","5.52E-8","19.957","0.038","0.0816","3899.88","0.4509","20.5857","0.0528","0.4008","1.056","0.825","31.1058","0.1199","25850000","0.588","0.4884","31.9561","0.0612","0.0264","0.11568","0.04056","0.836","0.228","0.536","9824.88","31280000","19100000","0.0165","0.1309","0.4776","145.2","245.7","40.5","0.242","3.2","20","23.1","496","85.2012","0.0144","0.4518","0.6963","0.3744","22.566666666666666","0","0","0","0","0","0"
