site,model,experiment,floor_date,NDVI,year
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-07-01,0.8174846884739635,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-08-01,0.8604112310578393,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-09-01,0.7646955370605437,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-10-01,0.6032066373478773,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-04-01,0.6021469135802469,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-05-01,0.8266296296296296,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-06-01,0.8094722222222223,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-07-01,0.8075123456790123,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-08-01,0.8198240740740741,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-09-01,0.5447777777777778,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2022-10-01,0.6061506172839506,2022
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-04-01,0.7059211134694745,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-05-01,0.7412199035955345,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-06-01,0.8720727281601385,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-07-01,0.9980276592058853,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-08-01,1,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-09-01,0.88382458780003,2099
Frýdek-Místek,CNRM-CM6-1-HR,ssp585,2099-10-01,0.8069273876296176,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-04-01,0.6021469135802469,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-05-01,0.8266296296296296,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-06-01,0.8094722222222223,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-07-01,0.8075123456790123,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-08-01,0.8198240740740741,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-09-01,0.5447777777777778,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2022-10-01,0.6061506172839506,2022
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-04-01,0.671609257576438,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-05-01,0.8757252304168758,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-06-01,0.8762163565277463,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-07-01,0.9594197138757191,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-08-01,0.9755173211102949,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-09-01,0.8976367838812677,2099
Frýdek-Místek,EC-Earth3-CC,ssp585,2099-10-01,0.7893217169870171,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-04-01,0.7875456790123458,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-05-01,0.8271777777777778,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-06-01,0.7871358024691358,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-07-01,0.7403592592592594,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-08-01,0.7614018518518519,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-09-01,0.7855660493827161,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2022-10-01,0.7997432098765432,2022
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-04-01,0.707903740654113,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-05-01,0.747992668332618,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-06-01,0.7646961979753717,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-07-01,0.8461681780975713,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-08-01,0.8381887958713189,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-09-01,0.794411364072863,2099
Le Quartier,AWI-CM-1-1-MR,ssp585,2099-10-01,0.7927645514120008,2099
Le Quartier,CNRM-CM6-1-HR,ssp585,2022-04-01,0.7875456790123458,2022
Le Quartier,CNRM-CM6-1-HR,ssp585,2022-05-01,0.8271777777777778,2022
Le Quartier,CNRM-CM6-1-HR,ssp585,2022-06-01,0.7871358024691358,2022
Le Quartier,CNRM-CM6-1-HR,ssp585,2022-07-01,0.7403592592592594,2022
Le Quartier,CNRM-CM6-1-HR,ssp585,2022-08-01,0.7614018518518519,2022
